coachella_sentiment,text
positive,"The #Coachella2015 lineup is here! It's got AC/DC, Drake as a headliner and Steely Dan! (Yes, you read that right) http://t.co/tUpSHZ9YAM"
positive,best lineup yet ~*~*~*~ can't wait!!! #Coachella2015 *{ lykee omggg }* http://t.co/rngSNC4Ocz
positive,"The only thing about #Coachella2015 that I care about is @Chet_Faker but that 1 thing I care about, I care a lot _Ù÷©_Ù÷»_Ù÷_ #notwinning #UStourplz"
positive,I wanna go #Coachella2015
positive,"Some random choices, but some awesome ones too &gt; #Coachella2015 lineup via @coachella: http://t.co/djmeBDkvgC http://t.co/mlDAlyxrOw"
positive,The only one I would love to see at #coachella2015 is (Brand New) the quiet things that no one knows.
positive,You guys going to play #Coachella2015 @dfa1979 ??!! #GottaCatchEmAll
positive,so pretty much everyone awesome will be there. #coachella2015
positive,"So I'm confused by this #Coachella2015 announcement. Why do the lineups have multiple days? Are they repeating or split? Either way,IM GOING"
positive,RT @lupcheong: GET OUT. The #Coachella2015 lineup is insane. http://t.co/QEZQsyS0kJ
positive,So many good line ups #Coachella2015 _Ù÷_
positive,Playing my beats at #Coachella2015 would be dope
positive,_ÙÎ__ÙÎÉAll I want to do this summer is go to a music festival #music #summer #Coachella2015 _ÙÎ__ÙÎÉ http://t.co/c9Jmf1MmF2
positive,Chellaaaaaaaa!!!!!!!! I get so excited every time I look at that lineup! @coachella #Coachella2015
positive,#Coachella is going to be fun this year. _Ù÷_Ù÷Ï_Ù÷ö_ÙÎÈ #Coachella2015
positive,@kristinamerc Joe goes hard_Ù÷â #Coachella2015
positive,"Coachella season approaching!
_ÙÎ«_Ù÷__Ù_µ_Ù_ü_Ù___ÙÎã_ÙÈ_Ù÷_ÙÎÎ
#tbt #coachella2015  #coachie #turntchellaÛ_ http://t.co/pDV1foFUr9"
positive,"How did I miss this today? #Coachella2015 ÛÏ@coachella: For those about to RT
http://t.co/8kUg1bMSxF http://t.co/1Tb8lOBUZnÛ"
positive,Concerts are the perfect place to use your AaronSteadyhand! #Coachella2015
positive,Yes I'm excited about the #Coachella2015 lineup but no I don't need to #instagram the same photo EVERYONES already seen. #spammingmyfeed
positive,Countdown starts now. 92 days till game time. #COACHELLA2015_Ù÷ #countdown #chella #rageready @Û_ http://t.co/ytGyTbuabu
positive,All I want is to go to #Coachella2015 with @Rayfulosunshine and party with Vanessa Hudgens. #canihaveherclothes
positive,"Pouring over the #Coachella2015 lineup, exploring the unheard. Favorite new find so far has to be @Stromae"
positive,"Wow, just checking the line-up for @coachella ...2015 is gonna be huge! #Coachella2015 #gotenoughshadeinthedesert #stretchtentsforcoachella"
positive,"Dead _Ù÷â_Ù÷â_Ù÷â
#Repost @mileycyrus
ÄÈÄÈÄÈ
#coachella2015 http://t.co/H6FmakYzgG"
positive,CANNOT WAIT to #Blog my @coachella VIP Experience! It's going to be IN-SANE! #coachella2015 #Coachella
positive,Holy shit... #Coachella2015 _Ù÷±_Ù÷±
positive,Have you seen ÷ÉCoachella 2015 Queen÷É @AZEALIABANKS at Big Daddydogg's @SnoopDogg Show? #AzealiaBanks #love #GGN #Coachella2015 #showtime
positive,"This will no doubt be the highlight of #Coachella2015 #SteelyDan
Reelin in the Years : http://t.co/AZOJokXFZ6"
positive,"Suck it Basic Bitches if ya don't like it, more room for me at St. Vincent and Caribou #Coachella2015"
positive,"Discovering @flyinglotus. Beautiful, hypnotic brain candy. Reminds me so much of classic @djshadow Already jealous of #Coachella2015"
positive,"RT @ceehouse: super reach, i know... but i hope stromae brings out kanye to perform 'alors on danse' lol #Coachella2015"
positive,ÛÏ@jingrammm: ÛÏ@dirtysouth: What an honor to play #Coachella2015. Can't wait! @coachella http://t.co/oKBuGe6A05Û I want to go so badÛ2017
positive,I'll gladly pay hundreds of dollars to see Florence and the machine. #Coachella2015
positive,This year I really want to go to Coachella! #Coachella2015 #TheWeeknd http://t.co/fvh1aHvJ7m
positive,This lineup is ok at best. I don't understand how Milky Chance is a 3rd line act and Fitz is a 2nd #Coachella2015 http://t.co/6wW6E0LPwJ
positive,RT @ceearahk: SOOOO excited for #Coachella2015 _Ù÷_ü http://t.co/TRLPgpFc3Z
positive,_Ù÷© ÛÏ@talented_genius: GRADUATION TRIP _Ù÷_Ù÷__ÙÕÄ #OVOXO #Coachella2015 http://t.co/SgLkWnLfQ9Û
positive,#Coachella2015 lineup_ÙÔ
positive,GRADUATION TRIP _Ù÷_Ù÷__ÙÕÄ #OVOXO #Coachella2015 http://t.co/IHhqAdLf4x
positive,"""@SirxYeezy: I'm going! _ÙªÎ #Coachella2015 http://t.co/WzQWudKckV"" omg i wanna go."
positive,RT @EvolWalks: Eek! @acdc at @coachella _Ùª_ Dying of excitement!! #Coachella2015
positive,Pretty legit lineup this year. #Coachella2015
positive,#Coachella2015 line-up is pretty sick as always. RIDE!!!! Holy TaTas that's going to be incredible!
positive,Still crying over the #Coachella2015 line up and crying even harder that I'm not going. _Ù÷__Ù÷__Ù÷__Ù÷__Ù÷_
positive,Please save your polling of friends attending what weekend of #Coachella2015 for text message groups. Don't need that in my timeline ÏÜ
positive,Lineup finally announced #Coachella2015 #GotMyTickets http://t.co/eidhXR28J1
positive,All YALL haters should of been on that payment plan! YA feel me! _ÙªÎ_Ùª #Coachella2015 #Blessed #PaidAndGoing #WeekendTwoTU
positive,If anyone knows a #Coachella contest I can enter HOLLA! #Coachella2015
positive,@ratatatmusic will be @ #Coachella2015 wow
positive,"super reach, i know... but i hope stromae brings out kanye to perform 'alors on danse' lol #Coachella2015"
positive,RT @ChineseLaundry: Time to start planning our festival outfits _Ù÷ #Coachella2015 http://t.co/ud6kKpfCRi
positive,@Drake is the best choice headliner for #Coachella2015 He's the really Turn Up Person. I want to get my tickets now just for that _ÙªÎ_Ù_ä_Ù__
positive,#Coachella2015 or #stagecoach2015   ...Doing one of them for my bday.  In a perfect world id do both
positive,THERE ARE NO WORDS TO DESCRIBE HOW PUMPED I AM. CALIFORNIA HERE I COME. #Coachella2015 http://t.co/jIDiURieEO
positive,RT @coldcockwhiskey: #Coachella2015 lineup came out today! Who is bringing the #coldcockwhiskey to the party? #Coachella #coldcock
positive,Something something Coachella .. #cositscoolyeah #Coachella2015
positive,"RT @Mannyharlem: Proud of my friends @losrakas for landing #Coachella2015
Humble and talented....the grind pays off!Û_ http://t.co/5u6V6tX8Xp"
positive,Rae and Ghost! #Coachella2015
positive,#Coachella2015 line-up is RIGHT...hoping this leads into other rad festival line ups.... ;-) #JamieXX #RyanHemsworth #MacDeMarco #FKATwigs
positive,"I wanna go to Cali _Ù÷©
#Coachella2015"
positive,"David Guetta and Drake in the Sunday night.. Damn Coachella is back!
#Coachella2015"
positive,Thank goodness I got my @coachella pass early this year!! Tomorrow is going to be insane! #Coachella2015 _Ù_Á
positive,ÛÏ@dirtysouth: What an honor to play #Coachella2015. Can't wait! @coachella http://t.co/lz3g7cNB50Û @gr4c3ry4n _Ù÷©_Ù÷__Ù÷_
positive,Hold the fucking phone. I'm going to coachella. COACHELLA!!! #Coachella2015
positive,If they made a hologram of Aaliyah for Coachella it would be fucking insane #Coachella2015
positive,fair warning don't be mad at me if i hit on your mom at the Steely Dan set #Coachella2015
positive,RT @Louisb04: Drake and brand new. These will be new levels of sadness never before reached. How exciting #Coachella2015
positive,RT @beranek: The lineup for #Coachella2015 looks amazing! http://t.co/hKbPN76JpY
positive,I'm going! _ÙªÎ #Coachella2015 http://t.co/3pq9ASy6km
positive,Take me _Ù÷_Ù÷_Ù÷ #Coachella2015 #birthdaypresent http://t.co/N4qxWUF5iA
positive,Really hope the beautiful and sexy @anabelenglundz plays w #hotnatured at #Coachella2015. Need me some live luscious vocals
positive,And the @coachella line-up is UP! #Coachella2015 http://t.co/TyRbvrm2xT
positive,"Porter Robinson, George Ezra, Sylvan Esso, Weeknd, Hozier, Phox, Ryn Weaver, Coasts, Vance Joy, Florence + the Machine  #Coachella2015 _Ù÷_Ù÷__ÙªÎ"
positive,@CiaraL_Smith #Coachella2015 it's a date _Ù÷_ #IfOnly
positive,I can't wait_ÙÕ¥ #Coachella2015 http://t.co/8UmVa8zO6M
positive,"#Coachella2015 Please, can I go _Ù÷©_Ù÷©"
positive,Um @theweeknd and @FKAtwigs is at #Coachella2015 - I. Will. Not. Miss. It.
positive,Can I go to #Coachella2015 and only watch Steely Dan and AC_ÁüDC for half the price?
positive,If you guys don't go and watch Cloud Nothings at #Coachella2015 we won't be friends anymore. EVER
positive,I made a #Coachella playlist with all my fave songs from my fave artists on the lineup - #music #Coachella2015 -  http://t.co/IsvLvYGuFJ
positive,Goddammit. @goldenvoice does it again #Coachella2015
positive,someone take me to #Coachella2015  I'll work on my flower crown game.
positive,I have to go_Ù÷ #Coachella2015 http://t.co/1Oh7DAO2ny
positive,RT @youngisaaac: cannot wait to kill #Coachella2015 w @CameronCannon99 and @xo_cb
positive,RT @GoshfatherJinco: #COACHELLA2015 line up is out OMFGGGGGG so many legendary acts old and new here.. Who are you excited for!? http://t.cÛ_
positive,"In all seriousness. I'm super hyped for Brand New. The only band in #Coachella2015 that I would kill to see live. Yes, I'm 18 forever."
positive,Wanna go to #Coachella2015
positive,listening to #cherchezlaghost on repeat for the rest of the day @GhostfaceKillah @coachella #Coachella2015
positive,"Agree that last year had a better lineup,but with Florence there this year, going is very worth it! _Ù÷_ÙÔ #coachella2015"
positive,#Coachella2015 is at the top of my bucket list.
positive,someone please buy me #Coachella2015 tickets
positive,When you might be in LA the weekend of #Coachella2015  and you see how amazing the line up is and then you remember how broke you are.
positive,I must've been REAAAALLLY good this year _Ù÷Ï Best announcement ever! #coachella2015 #drakeheadlines http://t.co/OiglZpCn5z
positive,#Coachella2015 baby!
positive,I WANNA GO TO COACHELLA SO BADLY #Coachella2015
positive,Want to to go #Coachella2015 but my friends aren't cool for that lol
positive,FUCK ME DUDE I WANT TO GO SO BADDDDD #Coachella2015 http://t.co/bHIxOJirow
positive,"This could be us, but my bff and I are both broke. 
#Coachella2015 http://t.co/DT31xkwH1z"
positive,This #Coachella2015 lineup keeps pleasantly surprising me. Just noticed @circasurvive is playing.
positive,Coachella will be even better this second time around Ï¬_ÙÕÐÏ¬_ÙÕÐÏ¬_ÙÕÐ_ÙÓ´_ÙÓ´_ÙÓ´ #coachella2015 coachella http://t.co/BoKyEWfUEH
positive,My life would be made if I can go to #Coachella2015 _Ùª_Ù÷Ð http://t.co/Ei85Bs28uH
positive,Who ever wants to buy my coachella ticket let me know 900$ #Coachella2015 #Coachella #coachellalineup http://t.co/RHV4aFqa6w
positive,The lineup for #Coachella2015 looks amazing! http://t.co/hKbPN76JpY
positive,Stoked ticket already bought #coachella2015 here we come @branddd_onnn @lisalynnovo #drake#milkychance#alt-j#the... http://t.co/12RgzDqOR3
positive,#Coachella2015 is gonna be the last #Gesaffelstein live performance so if anyone's looking for me in April u know where to find me. _ÙÓ__ÙàÇ_Ùàá_Ù÷__Ù÷ä
positive,The motherfucking War On Drugs! now those guys must be killer live! not like the actual War on drugs... #Coachella2015
positive,"Everyone's freaking out over #Coachella2015 and I'm over here like, ""What should my first tweet be?"""
positive,I want to see @MarinasDiamonds at #Coachella2015  :(
positive,SOMEONE TAKE ME _Ù÷©_ü #Coachella2015
positive,#Coachella2015 line-up announced. Who picked the headliners.. But ACDC tho.. http://t.co/9083YDD9cA
positive,"Thinking bout blowing money  $$$ on #Coachella2015 #thelineuptho , decisions ?! _Ù÷Ò"
positive,So proud of bae! Wish I had enough _ÙÕ¡_ÙÕ¡_ÙÕ¡ to come and support _ÙÕÝ_ÙÕª_ÙÕÏ_ÙÕ__ü_ÙÕÑ @awonderdj #Coachella2015 http://t.co/qbzxBJcToM
positive,Brand New and Circa Survive playing Sunday at Coachella. Woooooooo #Coachella2015
positive,RT @biancamettler: I've seen The Rolling Stones live... Now all that's left on my list is AC/DC and I will be in heaven _Ù÷ #Coachella2015
positive,Mista @Drake headlining #Coachella2015!! You're gonna kill it bu. #comethru #NWTS
positive,Time to start planning our festival outfits _Ù÷ #Coachella2015 http://t.co/ud6kKpfCRi
positive,RT @DianneSecret: Can't wait for Coachella ª´ #Coachella2015 http://t.co/80t6lfdkQW
positive,I want go to #Coachella2015 .
positive,#Coachella2015 I need to be there! I need a job with more pay. Tame Impala and Interpol.... Aaah!
positive,wtf how can there be so many beautiful people in one area #Coachella2015
positive,pretending to study while reading this #Coachella2015 _Ù÷» http://t.co/s5DarapKEr
positive,#Music Moment: #Coachella2015 Lineup Is Here! See Who's Joining #Drake and AC/DC http://t.co/bPGtCJwMnp
positive,Torn between going to week 1 or 2 _Ù÷__Ù÷_ #Coachella2015
positive,#Coachella2015 nice
positive,So what if I go to Coachella this year? So what if someone snuffs unrecognizable drugs up my nostrils? #Coachella2015
positive,RT @vdimauro: so hard to decide whether to follow the #CES2015 or the #Coachella2015 hastag!
positive,Stoked to see so much Aussie talent! #Coachella2015 http://t.co/WR6dn6k1SE
positive,Coachella's line up is so dope! So stoked! #Coachella2015
positive,I really want to see a live performance by ACDC #Coachella2015
positive,RT @Magic_Mick3: Anyone else feeling like #Coachella2015 is worth quitting your job to go to? Ok just me?
positive,One day I will go to Coachella. #Coachella2015
positive,That coachella line up is amazing #Coachella2015
positive,#Coachella2015 lineup is fuckin sweeeeeet
positive,ÛÏ@EdgarSurya: #Coachella2015 lineup _ÙªÎ http://t.co/VKeKCD06HXÛ To go to Coachella or to save money ..
positive,ÛÏ@Raekwon: You see it #Coachella2015Û THE CHEF COMING TO THE DESERT YEAHH
positive,MUST GO TO #Coachella2015 I need to see @alt_J @cleanbandit @haertsmusic @Hozier  @MarinasDiamonds @MilkyChance @st_vincent @vancejoy !UGHHH
positive,"Alright, who's taking me to #Coachella2015 ? #prettyplease"
positive,I need to book a flight. #coachella2015 http://t.co/ZGcC6B7Swy
positive,I need to book a flight. #coachella2015 http://t.co/nG1mXT7zZ1
positive,That Friday set though!!! #coachella2015 http://t.co/7TuhKA7Sed
positive,the #Coachella2015 lineup is gold
positive,@ActionBronson @abdashsoul @theweeknd @Drake @LILBTHEBASEDGOD see Ya @coachella #Coachella2015 right in my hometown!!
positive,Not bad at all! _ÙªÎ #coachella2015 http://t.co/mte0lDm7QE
positive,"fuck yes Jack White, AC/DC and @kimbramusic for #Coachella2015 oh jeez &lt;3"
positive,Florence + The Machine too!!!! #Coachella2015
positive,Anyone who want to sponsor a student to get me to #Coachella2015?! That lineup though! #crowdfunding #helpmeimpoor #wowee
positive,Fingers crossed for a @TheRyanAdams &amp; @Drake duet @ #Coachella2015
positive,Eek! @acdc at @coachella _Ùª_ Dying of excitement!! #Coachella2015
positive,#Coachella2015 lineup _ÙªÎ http://t.co/q12Kc0qlRT
positive,RT @palmspringsusa: Who's excited?! #Coachella #coachellafest #coachella2015 #music #discoverpalmsprings #palmspringsÛ_ http://t.co/K2VSUNG0Û_
positive,/ oh my..... #Coachella2015 @CarolHaidar Let's? http://t.co/8KiWIGl2ux
positive,"By now, Wutang Clan has been split into so many pieces that getting them back together its like getting all the Dragon Ball's #Coachella2015"
positive,Who needs textbooks when there are #Coachella2015  tickets to be bought?
positive,Line up #Coachella2015 _Ù÷±_Ù÷±_Ù÷±_Ù÷±_Ù÷±_Ù÷±_Ù÷±_Ù÷±_Ù÷±_Ù÷±_Ù÷±_Ù÷±_Ù÷±_Ù÷±_Ù÷±_Ù÷±_Ù÷±_Ù÷±_Ù÷±_Ù÷±_Ù÷±_Ù÷±_Ù÷±_Ù÷±_Ù÷±
